Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
6,3,4,10,1372,F,Ship,low,M,1
4,3,4,24,3499,B,Ship,low,F,1
4,2,6,7,1934,C,Flight,low,F,0
3,5,2,8,5924,B,Ship,medium,M,0
5,2,5,10,1059,B,Ship,medium,F,0
2,3,5,7,1243,A,Ship,low,M,0
2,2,2,1,1642,A,Ship,medium,F,1
4,3,5,5,1329,B,Ship,medium,M,0
6,3,4,2,1364,D,Road,low,F,1
3,3,3,1,1274,D,Ship,low,M,1
4,5,5,3,1817,F,Ship,low,F,0
4,3,4,2,4783,C,Flight,high,F,1
2,4,10,3,4167,F,Flight,high,M,1
5,4,2,5,5593,B,Road,low,M,1
5,5,3,8,4731,A,Ship,medium,F,1
4,1,5,6,1231,D,Ship,medium,M,0
3,3,2,3,4675,F,Ship,low,M,1
3,5,2,49,2341,F,Ship,medium,M,1
3,3,3,17,3387,B,Ship,medium,F,1
3,3,4,47,1207,B,Ship,low,F,1
4,3,4,9,4492,F,Ship,low,M,0
7,4,4,4,1953,F,Road,medium,F,1
2,5,4,1,5673,D,Ship,low,M,0
4,2,6,20,1654,A,Ship,medium,M,1
2,1,2,5,3778,F,Ship,medium,M,1
3,5,3,21,3446,F,Flight,low,M,1
3,2,10,6,5580,D,Ship,low,F,0
5,5,3,8,5335,A,Road,medium,F,1
3,1,3,3,4811,B,Flight,low,M,0
4,1,5,9,1280,A,Flight,medium,M,1
4,2,3,56,3158,B,Ship,medium,F,1
4,4,2,30,1130,B,Flight,low,F,1
7,5,4,2,1396,D,Ship,medium,F,0
6,3,4,1,5204,F,Road,medium,F,0
4,5,5,2,1481,A,Ship,medium,M,0
4,4,3,1,5743,C,Ship,medium,F,0
5,5,3,5,5338,B,Ship,low,F,0
5,2,3,1,4655,D,Ship,medium,M,1
3,4,3,5,5872,C,Ship,low,F,0
2,3,4,65,3795,F,Road,medium,M,1
4,1,4,54,2611,C,Road,low,F,1
3,2,3,3,5673,D,Ship,low,F,0
5,1,3,9,5039,F,Ship,low,F,0
3,1,2,8,5591,F,Flight,medium,F,0
3,5,2,10,5944,C,Ship,medium,M,0
5,5,3,3,5637,F,Ship,low,M,0
3,2,3,7,5503,F,Ship,low,F,0
3,2,3,10,4979,F,Ship,medium,M,1
3,4,3,7,2424,C,Road,low,M,1
5,3,5,7,1475,F,Flight,low,F,1
3,3,4,8,4502,D,Ship,low,M,0
6,5,4,9,1789,C,Ship,low,M,1
2,2,5,10,4368,F,Ship,medium,M,0
6,4,2,6,5686,A,Ship,high,M,0
3,2,3,4,4450,B,Flight,low,F,0
6,5,4,3,5118,B,Ship,high,M,1
4,3,3,7,5947,C,Road,medium,M,0
6,4,4,1,1570,A,Ship,medium,F,0
3,1,3,4,5683,C,Ship,medium,M,0
2,1,5,3,1037,F,Ship,medium,F,1
4,3,3,53,1194,A,Ship,low,M,1
5,2,3,2,4172,A,Ship,low,F,0
3,2,3,3,4132,A,Ship,low,M,0
3,2,2,9,4250,A,Ship,low,M,1
3,3,2,8,4444,F,Ship,low,F,1
2,1,2,8,4128,B,Ship,high,F,0
3,5,4,2,4313,F,Flight,low,M,0
5,5,2,3,4851,A,Ship,high,F,0
5,2,3,1,4351,F,Flight,medium,F,0
3,2,3,10,5993,F,Ship,medium,M,1
3,2,10,3,5000,D,Ship,high,F,0
4,2,6,4,1644,F,Ship,medium,F,1
4,4,2,8,4348,D,Ship,medium,F,1
4,1,2,3,1996,B,Ship,medium,M,1
4,1,3,2,5563,C,Flight,low,F,1
4,3,4,25,3148,B,Ship,low,F,1
3,2,4,7,4568,D,Ship,high,F,1
4,3,2,6,4276,B,Flight,medium,M,1
3,1,2,12,2123,F,Ship,low,F,1
3,3,3,4,5924,F,Ship,medium,F,1
6,3,4,2,1270,B,Road,medium,M,1
4,1,3,6,5345,A,Ship,low,F,1
4,1,3,4,4634,B,Ship,low,M,1
5,5,3,9,5295,F,Road,medium,M,0
3,3,4,2,5040,C,Ship,low,M,1
5,3,5,7,1565,B,Flight,medium,F,1
6,4,4,6,1582,D,Ship,medium,M,0
3,5,3,9,3206,C,Road,high,F,1
6,1,4,2,5656,F,Ship,low,M,0
4,1,4,13,1569,D,Ship,low,F,1
4,3,10,6,4251,F,Ship,medium,M,1
6,3,4,5,1355,F,Ship,low,M,1
6,1,5,19,1842,D,Flight,medium,M,1
4,2,3,3,5364,C,Ship,high,F,0
4,3,4,7,4460,C,Road,medium,M,0
5,3,2,5,5612,A,Flight,medium,M,1
5,2,2,24,2415,F,Ship,high,M,1
5,1,3,4,4200,C,Road,low,M,0
2,4,3,2,5700,F,Flight,high,M,0
4,2,3,4,5989,B,Ship,low,M,0
5,5,8,9,2236,F,Ship,medium,F,1
6,1,3,5,4435,D,Ship,high,F,1
4,3,3,1,5717,C,Ship,medium,M,1
3,5,6,8,4777,D,Ship,high,M,0
6,3,4,7,1626,F,Ship,medium,M,1
3,3,2,2,5661,B,Flight,low,F,0
3,5,3,44,1424,C,Ship,medium,M,1
4,1,4,3,5773,D,Ship,low,M,1
3,5,2,8,4408,F,Road,medium,M,1
2,4,2,13,1240,C,Ship,medium,M,1
6,5,2,4,5898,F,Ship,high,M,1
3,2,3,9,4342,F,Flight,high,M,1
4,2,4,7,5056,F,Ship,medium,M,1
2,1,3,29,2732,D,Ship,low,M,1
4,2,3,1,5385,F,Ship,medium,F,0
4,3,2,2,1714,D,Ship,low,M,1
6,3,4,2,1833,C,Flight,low,M,1
6,4,4,7,1094,B,Ship,medium,F,1
5,5,5,6,1860,D,Ship,low,F,0
4,3,2,3,4961,D,Ship,medium,M,1
3,5,8,8,5002,D,Ship,medium,F,1
4,2,2,7,5876,A,Ship,medium,F,1
4,3,3,3,4845,B,Road,medium,F,1
5,5,2,65,3671,A,Ship,high,M,1
5,3,2,1,5294,F,Ship,medium,F,1
5,2,4,8,1631,F,Ship,medium,M,1
5,5,4,1,5225,D,Ship,low,M,1
4,5,2,6,4610,B,Road,low,M,0
2,2,3,64,2867,F,Ship,medium,M,1
4,3,6,3,5957,A,Flight,medium,M,1
4,2,2,3,4622,F,Ship,medium,M,1
5,2,7,12,2056,F,Road,low,F,1
4,3,5,2,4823,F,Ship,low,M,1
2,2,3,5,4151,F,Ship,low,F,1
2,5,6,5,5490,C,Ship,medium,F,0
5,2,4,37,2608,D,Road,high,M,1
4,1,3,42,3077,F,Flight,low,M,1
6,2,3,4,5970,D,Ship,medium,F,0
4,1,2,64,1471,F,Flight,medium,F,1
5,5,5,4,4410,F,Ship,medium,F,1
6,4,4,4,4401,A,Road,medium,M,0
2,2,4,9,3413,C,Ship,low,M,1
4,4,3,12,3359,B,Road,medium,F,1
5,1,5,6,1667,F,Ship,low,M,0
5,5,2,40,1446,C,Ship,medium,F,1
4,3,3,8,4423,B,Flight,low,F,0
4,3,3,4,5613,D,Ship,medium,F,1
5,2,2,1,5005,B,Ship,low,M,0
4,5,2,33,2170,C,Ship,medium,M,1
3,4,3,2,4524,F,Ship,medium,M,1
3,1,3,2,4425,C,Flight,low,M,0
3,3,4,10,5137,B,Ship,medium,M,1
3,4,2,51,2628,A,Flight,low,M,1
6,1,4,5,1253,C,Road,low,M,1
4,3,2,5,4681,A,Ship,medium,F,1
4,1,8,12,1519,D,Ship,low,F,1
5,2,3,7,1855,B,Road,low,F,1
3,3,2,6,5044,F,Ship,low,M,0
7,2,4,7,1383,F,Road,low,F,1
6,3,4,7,1599,A,Ship,medium,F,1
6,5,6,60,1971,F,Road,low,F,1
4,4,4,10,5984,A,Ship,low,F,0
7,3,4,3,1426,D,Ship,medium,F,1
3,1,3,7,4004,A,Ship,medium,M,1
4,5,2,7,4068,F,Flight,low,M,0
4,3,2,11,2252,B,Flight,high,M,1
4,4,10,24,3271,D,Ship,low,M,1
3,1,2,35,3524,C,Ship,low,F,1
5,3,2,49,2581,D,Ship,high,F,1
4,2,3,9,4977,C,Ship,medium,F,1
4,5,3,3,4020,F,Ship,medium,M,0
3,1,3,61,3542,F,Ship,low,M,1
4,5,4,6,4652,A,Ship,low,F,0
5,2,4,61,1161,C,Flight,high,F,1
5,5,3,5,4195,F,Road,low,M,1
4,1,3,25,3717,D,Ship,medium,F,1
5,3,2,4,3297,D,Ship,medium,M,1
5,1,3,9,4895,C,Ship,low,F,0
4,3,3,38,3705,F,Ship,medium,M,1
7,3,5,9,1764,F,Road,low,F,0
2,3,8,21,1033,A,Ship,medium,M,1
5,1,5,3,1644,B,Ship,medium,M,1
3,4,2,7,4013,F,Ship,medium,M,1
4,4,3,1,4019,F,Ship,medium,F,0
3,5,4,19,2893,D,Road,high,M,1
3,3,3,4,5056,F,Ship,low,F,1
4,5,4,9,5769,A,Road,medium,M,0
2,1,4,57,1881,D,Ship,low,F,1
5,3,2,12,3400,D,Ship,low,F,1
4,2,2,1,5909,C,Ship,medium,F,0
6,5,4,3,1660,A,Ship,medium,F,0
4,4,3,1,1165,D,Flight,low,F,1
5,3,5,48,1883,F,Ship,high,M,1
2,3,4,3,4719,C,Ship,medium,M,0
4,2,5,9,4720,B,Ship,low,M,1
6,2,4,6,1335,A,Road,low,F,0
3,3,3,6,5261,F,Ship,low,F,1
4,3,2,7,4947,C,Ship,low,M,1
3,4,6,33,2815,F,Ship,medium,F,1
5,1,4,2,5600,F,Flight,high,F,0
3,4,4,5,5604,F,Ship,low,M,1
4,1,3,8,4974,C,Flight,low,F,1
6,5,4,5,1484,F,Road,medium,M,0
5,3,3,10,4524,F,Ship,medium,F,1
4,2,2,7,5764,B,Ship,medium,M,0
3,4,3,5,4767,A,Ship,medium,M,1
6,5,6,2,4014,C,Ship,low,M,1
5,1,2,62,1884,B,Ship,low,M,1
2,5,3,6,1057,A,Flight,medium,F,0
3,4,3,6,5565,B,Ship,low,M,0
4,1,2,7,3405,F,Flight,medium,F,1
3,1,3,10,4244,D,Flight,medium,F,0
3,5,3,4,4569,D,Ship,high,F,0
5,3,4,2,1034,A,Ship,low,F,0
4,2,3,9,4085,A,Ship,low,M,0
5,3,4,3,4885,F,Ship,low,M,1
3,1,3,2,4766,D,Ship,medium,F,1
4,3,2,7,5384,C,Ship,medium,F,0
4,5,5,3,1118,D,Ship,low,F,0
3,2,7,9,5313,F,Ship,medium,F,1
3,5,2,2,4207,A,Ship,low,M,0
3,3,4,56,1440,B,Ship,low,M,1
3,3,3,5,4197,A,Ship,medium,M,1
3,2,4,16,2277,B,Ship,medium,F,1
4,5,3,18,1808,F,Ship,medium,M,1
3,2,3,9,2521,F,Ship,medium,F,1
3,2,3,25,2023,F,Ship,medium,F,1
3,1,2,2,5572,C,Ship,low,F,1
4,2,2,30,1336,F,Ship,low,F,1
4,2,4,2,4316,C,Ship,medium,F,0
4,1,6,8,1141,D,Flight,low,M,1
5,1,3,4,5869,F,Road,low,F,1
5,5,3,1,5226,B,Ship,low,M,0
5,5,3,18,3163,F,Ship,low,F,1
6,4,5,8,4511,F,Flight,medium,M,1
2,1,4,5,4614,D,Ship,low,M,0
4,4,3,36,3769,F,Ship,medium,F,1
3,5,3,8,3154,D,Ship,low,F,1
3,5,2,4,4495,D,Flight,low,M,0
4,3,4,8,5982,F,Ship,medium,M,1
6,2,4,2,1648,C,Ship,low,M,0
6,3,4,5,1712,B,Ship,low,M,0
4,4,3,13,2042,B,Road,low,F,1
4,2,4,52,1401,B,Ship,medium,F,1
4,1,5,8,1257,F,Flight,low,F,0
3,5,3,7,4147,F,Ship,medium,F,0
6,5,6,7,2709,F,Ship,low,M,1
3,5,2,3,4208,F,Road,medium,M,1
4,1,5,5,1581,C,Ship,low,F,1
3,1,3,10,5696,D,Ship,medium,M,1
4,3,3,9,5131,C,Flight,medium,F,1
5,3,6,6,1830,C,Ship,medium,F,1
5,4,3,43,2143,A,Ship,low,M,1
5,1,2,5,5441,B,Flight,medium,M,1
6,1,5,2,1190,F,Road,low,F,1
3,3,10,10,5772,F,Ship,medium,M,0
3,4,3,44,2548,F,Ship,low,M,1
3,3,3,6,5652,F,Ship,low,F,0
4,4,3,2,4320,C,Ship,medium,F,1
5,2,3,3,5692,F,Ship,medium,M,0
4,3,3,10,5002,B,Ship,low,F,1
3,4,3,31,3489,F,Ship,low,M,1
2,5,5,46,2437,F,Ship,low,M,1
4,4,3,23,1058,C,Road,low,M,1
3,5,3,10,5991,C,Ship,high,F,1
5,1,2,3,5391,C,Ship,medium,F,1
2,5,5,8,4269,C,Ship,low,F,0
3,5,4,3,4033,C,Ship,medium,M,0
4,2,4,5,5250,F,Ship,high,M,0
4,1,3,18,3940,C,Ship,medium,F,1
6,5,4,2,1832,F,Ship,low,M,1
6,5,4,3,5549,D,Ship,medium,F,0
3,1,3,1,2744,F,Flight,medium,M,1
5,2,3,16,1969,B,Ship,medium,F,1
4,4,3,7,4709,C,Ship,low,F,0
3,3,4,4,1678,A,Road,medium,F,1
3,2,2,2,5083,A,Ship,low,F,0
5,4,2,7,4734,F,Ship,medium,F,0
4,4,2,6,4029,F,Road,low,M,1
4,4,3,6,4254,C,Road,low,M,0
3,4,3,7,4490,F,Ship,low,F,0
2,1,2,58,3626,F,Ship,medium,M,1
5,3,5,7,1696,D,Ship,medium,M,1
5,2,3,32,3645,F,Flight,low,M,1
3,2,2,10,5608,F,Road,medium,F,0
3,2,2,1,4999,F,Road,high,M,0
2,2,5,3,5185,D,Flight,medium,M,1
4,3,4,34,3446,C,Road,low,M,1
5,1,2,30,1377,B,Flight,medium,F,1
5,1,3,3,5013,A,Ship,low,F,0
3,5,2,3,5195,A,Ship,high,F,0
7,3,4,7,1989,D,Ship,medium,F,0
4,1,3,4,5060,B,Ship,medium,F,1
4,4,3,61,1507,B,Road,low,F,1
5,5,6,1,1082,D,Road,medium,F,0
4,1,5,9,1145,B,Road,medium,M,0
3,1,2,18,2832,C,Ship,medium,F,1
5,1,4,5,5792,F,Ship,low,M,0
3,4,2,3,5811,D,Road,low,F,1
4,3,6,5,5456,F,Ship,medium,M,1
3,3,5,3,1504,A,Ship,low,F,0
6,5,3,3,5747,F,Ship,medium,M,0
3,1,2,8,4292,F,Flight,low,F,1
3,4,2,49,2643,F,Ship,high,M,1
3,5,2,29,1934,F,Ship,low,M,1
5,3,4,29,1094,F,Ship,medium,F,1
6,3,5,9,1483,B,Ship,low,M,1
5,2,5,4,1013,F,Ship,medium,F,1
4,1,3,3,1453,C,Ship,high,F,1
5,3,2,7,5783,B,Flight,medium,M,1
3,5,4,8,4162,C,Ship,medium,F,1
6,1,4,9,1302,A,Ship,low,F,0
6,1,5,5,1555,B,Flight,low,F,0
3,2,4,1,4877,F,Flight,medium,M,0
4,1,5,7,1899,B,Ship,medium,F,1
4,3,4,8,4220,A,Ship,medium,M,0
3,3,3,3,5538,F,Ship,low,F,0
3,1,3,6,4010,F,Ship,low,M,0
3,4,2,29,3142,C,Ship,medium,M,1
4,1,3,54,3043,C,Flight,medium,M,1
4,4,10,7,4624,F,Ship,high,F,0
3,3,4,22,2942,D,Ship,high,F,1
5,1,4,2,4615,F,Flight,high,M,1
4,2,4,37,2200,C,Ship,medium,M,1
4,4,5,10,1173,D,Road,low,F,1
5,2,3,10,5598,F,Flight,medium,F,0
4,4,2,6,5520,F,Ship,low,M,0
5,2,3,16,1499,A,Ship,medium,M,1
4,5,3,65,1277,A,Ship,low,F,1
5,4,2,36,3819,F,Ship,low,F,1
6,1,4,2,5844,C,Ship,medium,F,0
4,4,3,7,5197,D,Ship,high,F,0
4,3,3,52,2440,C,Ship,medium,F,1
4,2,3,8,4575,D,Road,low,M,1
4,1,3,9,4024,D,Flight,low,F,1
3,5,3,2,5653,D,Ship,medium,F,1
4,1,2,6,5894,B,Ship,low,M,1
4,4,3,1,4266,D,Ship,low,F,0
3,5,2,42,3814,A,Ship,low,F,1
4,5,3,6,2717,F,Ship,medium,M,1
6,5,4,2,1218,F,Ship,low,F,1
6,1,5,5,5323,C,Ship,medium,M,1
4,3,5,6,1867,F,Ship,low,M,1
5,3,2,7,4531,B,Flight,medium,M,1
4,2,2,6,4573,A,Flight,medium,F,0
4,4,5,1,1761,D,Ship,low,M,0
5,1,2,6,5518,A,Ship,medium,M,0
5,4,3,59,1178,A,Road,low,F,1
3,4,6,7,4098,D,Road,low,F,1
4,4,2,52,1459,F,Flight,low,M,1
2,2,2,17,1824,D,Flight,low,M,1
7,4,5,7,1563,D,Ship,medium,F,1
3,1,3,8,5030,B,Ship,high,M,1
5,2,5,6,1491,A,Ship,high,M,1
4,4,5,2,1690,B,Ship,medium,F,1
3,2,6,10,4725,F,Ship,medium,F,1
5,2,4,10,1141,A,Flight,medium,F,1
6,4,4,9,1253,F,Flight,low,M,1
3,5,3,5,4570,D,Road,low,M,0
2,5,6,1,5675,D,Ship,medium,F,0
4,3,3,4,5770,F,Ship,medium,F,1
4,4,2,8,5192,F,Ship,low,M,0
3,2,2,7,5531,F,Road,medium,F,1
6,2,4,6,1123,B,Ship,low,F,0
7,5,4,6,1165,C,Ship,medium,M,0
2,5,3,10,5775,F,Ship,high,F,1
5,1,2,40,1024,B,Ship,medium,F,1
5,2,3,2,4270,D,Flight,low,F,0
4,2,2,8,1495,D,Ship,low,F,1
4,4,3,2,5385,F,Ship,low,F,0
3,5,2,1,4913,A,Ship,medium,M,0
4,4,5,10,1316,C,Ship,low,M,0
4,5,3,7,5383,A,Flight,low,F,0
6,3,4,3,1006,F,Road,low,M,0
7,1,4,7,1841,B,Ship,medium,M,1
4,2,2,6,4987,F,Flight,medium,M,0
3,3,3,29,3453,B,Ship,medium,F,1
4,3,3,7,5935,C,Ship,medium,F,0
2,5,3,3,4770,B,Ship,low,M,1
2,5,3,9,5810,C,Ship,low,F,0
5,3,3,9,5324,A,Ship,low,F,0
4,5,5,8,1574,A,Ship,low,M,1
5,5,3,10,5163,A,Ship,low,F,0
5,1,5,4,1009,F,Road,medium,F,0
5,4,3,7,5335,C,Flight,low,M,1
4,4,3,21,3307,F,Flight,low,M,1
3,5,3,10,4639,F,Ship,high,M,1
4,1,3,4,4910,C,Ship,high,F,0
3,1,3,8,4002,A,Road,low,F,0
6,3,6,8,5661,D,Ship,high,M,0
6,2,4,9,1626,B,Ship,low,F,0
3,4,5,5,5365,F,Ship,medium,F,0
5,4,4,2,4183,B,Ship,low,M,0
4,2,5,6,1736,B,Ship,medium,F,1
5,4,3,6,2206,B,Flight,medium,M,1
4,1,3,10,5832,A,Ship,medium,M,0
4,4,8,46,3345,B,Ship,medium,F,1
4,5,3,2,4272,A,Road,low,M,0
5,4,4,8,4566,A,Ship,low,M,1
3,2,4,55,1165,C,Ship,medium,M,1
4,1,2,1,5578,F,Ship,low,M,0
6,4,4,5,1794,C,Ship,low,F,1
5,1,3,6,4505,F,Ship,medium,M,1
5,4,2,20,1765,B,Road,low,F,1
4,1,5,8,1306,B,Ship,low,M,0
5,5,6,9,4587,F,Ship,medium,F,0
3,5,2,10,4064,C,Ship,medium,F,1
6,1,5,7,1223,C,Ship,medium,M,0
4,1,3,2,4940,B,Flight,medium,M,0
5,5,3,9,4775,B,Flight,medium,M,1
3,1,2,6,4966,F,Ship,medium,M,0
4,3,3,7,5976,A,Ship,low,F,0
4,2,3,10,4643,B,Ship,high,M,1
5,3,4,60,1159,F,Flight,medium,M,1
5,3,5,5,1842,A,Flight,low,M,0
5,2,3,7,5768,C,Flight,low,F,1
3,3,2,6,4989,B,Flight,medium,M,1
5,4,5,6,3592,F,Flight,low,M,1
3,1,3,29,1414,D,Flight,low,F,1
4,4,3,6,5758,F,Road,low,F,1
4,5,5,2,1024,F,Ship,low,F,1
3,2,3,7,5657,B,Ship,low,M,1
4,2,5,9,4618,B,Road,medium,M,0
6,5,2,6,1726,D,Flight,low,F,1
7,2,4,7,1294,A,Ship,low,F,0
5,1,4,10,5306,C,Ship,medium,M,1
5,1,3,5,4951,F,Ship,high,M,1
3,5,3,10,5333,D,Ship,low,M,0
3,2,3,19,3183,B,Ship,low,F,1
4,5,3,2,5286,C,Ship,medium,M,1
3,3,3,20,1305,C,Ship,high,F,1
2,2,3,33,1217,A,Ship,low,M,1
2,1,4,7,5434,F,Ship,medium,F,0
4,1,4,61,3402,A,Road,medium,M,1
6,2,4,8,1941,A,Ship,medium,M,0
3,3,2,4,5960,D,Ship,low,F,0
5,2,8,24,3139,A,Ship,medium,M,1
5,4,4,8,5878,D,Ship,medium,F,1
3,1,2,56,3463,F,Ship,low,M,1
3,2,2,3,4409,F,Road,low,M,0
3,2,2,7,5553,B,Road,low,M,1
2,2,2,16,2223,C,Road,medium,F,1
4,4,5,6,4055,F,Ship,low,M,0
3,4,2,2,4177,B,Ship,medium,M,0
3,5,3,7,4459,F,Ship,high,F,1
4,1,2,4,4401,A,Ship,low,M,0
3,1,8,9,5248,A,Ship,medium,F,1
2,5,3,2,4853,A,Ship,medium,M,0
4,4,3,4,5905,F,Road,low,M,0
2,1,5,3,1038,A,Ship,medium,M,0
3,4,3,52,2129,C,Ship,low,F,1
5,5,2,5,5791,C,Ship,low,M,0
3,3,2,39,3857,B,Ship,medium,M,1
4,2,6,9,4736,F,Ship,medium,M,1
3,1,4,27,1184,C,Ship,low,M,1
3,2,3,63,2143,F,Ship,low,M,1
4,2,5,9,1206,F,Road,low,M,1
3,3,2,3,4665,B,Road,medium,F,0
4,3,3,4,5769,D,Flight,medium,F,1
4,3,3,3,5669,F,Flight,medium,M,0
5,4,3,3,5555,C,Ship,low,M,0
4,2,2,9,5080,B,Ship,high,F,1
4,5,2,60,3427,F,Ship,medium,F,1
2,2,4,39,2424,D,Ship,medium,M,1
3,3,3,5,2713,F,Ship,low,M,1
4,4,2,6,4308,F,Ship,low,M,1
3,4,3,4,5844,A,Ship,low,F,0
3,3,4,3,3075,F,Ship,medium,M,1
4,1,3,9,4242,A,Ship,medium,M,1
3,2,4,1,4158,A,Ship,high,M,0
4,5,6,4,3909,F,Ship,low,M,1
5,1,2,6,4873,B,Ship,medium,M,0
3,5,2,9,1205,F,Ship,low,F,0
4,4,3,10,4289,C,Road,low,M,0
3,2,2,6,5095,F,Flight,medium,M,1
4,2,4,22,2460,C,Ship,medium,F,1
5,3,5,4,1123,B,Flight,medium,M,0
5,5,2,63,2583,A,Ship,medium,M,1
4,2,2,3,4869,A,Ship,low,M,1
4,5,3,3,5438,A,Road,low,M,0
3,1,3,7,5802,A,Road,low,F,1
5,4,5,10,1177,F,Flight,low,M,0
6,3,5,10,1254,B,Ship,medium,F,1
4,4,3,9,5041,D,Ship,low,M,0
5,2,3,10,4347,F,Ship,low,M,1
4,2,3,47,1434,C,Flight,low,F,1
3,1,2,4,4387,A,Flight,low,F,1
4,3,5,4,1839,F,Flight,low,F,1
5,4,6,3,1075,B,Ship,medium,F,0
3,4,3,52,1587,A,Ship,medium,M,1
3,3,3,3,4187,A,Flight,medium,F,1
3,1,3,1,4948,C,Ship,high,M,0
2,5,3,3,1368,B,Ship,low,M,0
4,3,4,5,5177,F,Ship,medium,F,1
3,4,3,5,5183,F,Road,medium,M,0
3,5,3,7,4764,B,Ship,medium,M,0
3,5,2,2,5978,F,Ship,high,M,1
6,1,4,1,1216,F,Ship,medium,M,1
6,4,4,6,1342,F,Ship,low,M,0
5,1,4,4,1853,C,Ship,low,F,0
3,3,2,9,4608,C,Road,low,F,0
3,1,3,5,5528,A,Ship,low,M,0
4,5,2,1,2644,F,Road,low,F,1
5,1,2,9,5252,D,Ship,low,M,0
5,3,4,7,4308,F,Ship,medium,M,0
3,1,5,8,4980,C,Ship,low,F,1
6,5,4,6,1929,D,Ship,low,M,0
4,2,2,1,2990,C,Ship,high,M,1
4,4,2,4,5671,C,Ship,low,M,0
4,2,3,10,5137,A,Ship,low,M,1
5,1,5,1,1600,A,Ship,low,M,0
3,4,3,4,5830,A,Ship,high,M,1
4,3,3,9,5621,F,Road,low,M,1
4,1,3,8,4114,C,Ship,low,F,0
3,2,4,49,2414,B,Ship,low,M,1
2,4,3,50,1030,F,Road,low,F,1
3,5,2,3,4878,F,Road,low,F,0
5,4,3,10,5675,F,Flight,low,F,0
3,3,2,2,4814,C,Flight,medium,M,0
5,2,2,4,5405,A,Road,medium,M,0
2,4,2,10,5337,F,Ship,low,M,1
2,4,5,5,5334,D,Ship,high,F,1
5,5,2,55,2791,C,Ship,medium,F,1
3,1,2,7,4556,F,Road,medium,F,0
5,4,6,1,5433,C,Road,medium,M,0
5,3,4,24,3473,A,Flight,low,F,1
4,3,3,10,5802,F,Ship,medium,F,1
4,1,4,8,4970,A,Ship,low,M,0
4,4,2,5,4774,F,Ship,medium,M,1
5,5,3,5,4315,C,Road,medium,F,0
6,4,4,1,1130,F,Ship,low,M,1
4,3,2,3,4636,C,Ship,medium,M,1
2,3,2,1,2905,D,Ship,low,M,1
4,5,2,1,4606,A,Road,medium,F,0
4,4,5,4,1503,F,Ship,medium,F,0
3,4,3,4,5361,D,Ship,medium,M,1
4,4,6,5,4640,F,Flight,low,F,1
3,2,2,3,1983,A,Ship,medium,M,1
6,2,2,10,5180,A,Flight,low,M,1
3,4,3,9,5908,B,Ship,medium,M,1
4,5,5,4,4704,A,Ship,medium,M,0
6,5,4,1,1977,C,Flight,medium,M,0
3,3,10,2,4847,A,Ship,medium,M,0
4,4,4,10,4827,C,Ship,low,F,0
3,5,2,5,2339,D,Road,medium,F,1
5,1,5,1,1488,F,Flight,low,M,1
4,4,3,2,4760,C,Ship,medium,M,0
5,4,6,10,1978,D,Road,low,F,1
4,3,6,3,1155,B,Ship,low,F,0
4,3,4,3,4548,F,Ship,medium,M,0
3,5,5,7,4370,B,Flight,low,M,1
4,5,2,6,5045,B,Ship,medium,M,1
4,4,5,56,2697,D,Ship,medium,F,1
4,5,10,7,5340,F,Road,low,F,0
4,4,2,8,5398,D,Road,medium,M,0
6,4,4,10,1318,A,Ship,low,M,0
6,3,4,8,1754,F,Ship,low,F,1
3,2,2,5,5264,C,Ship,medium,M,0
3,1,4,10,1551,B,Road,medium,F,0
4,3,5,4,1470,F,Flight,low,M,0
5,2,6,10,1196,F,Ship,low,M,0
4,1,10,23,2726,B,Ship,medium,F,1
4,4,2,5,4356,D,Road,medium,F,0
4,4,2,5,5624,F,Ship,medium,F,0
2,2,3,1,5154,F,Flight,low,M,0
2,4,4,8,4620,C,Ship,medium,F,0
4,4,4,5,1263,F,Road,low,M,1
4,5,3,43,3856,D,Road,medium,F,1
4,4,5,6,1239,A,Ship,low,F,0
4,4,6,9,1192,F,Ship,low,F,1
3,4,5,9,5308,F,Road,medium,F,0
5,1,4,9,4418,F,Flight,medium,F,1
6,2,5,7,4057,F,Road,low,F,0
4,4,3,10,4947,A,Ship,medium,M,0
5,3,5,1,5581,B,Road,low,F,0
4,5,4,9,5034,B,Ship,medium,F,1
4,2,3,64,2198,C,Ship,medium,F,1
4,1,4,1,5789,B,Ship,low,F,0
6,4,4,7,1831,B,Flight,low,M,0
4,2,2,5,4668,F,Ship,low,F,0
4,5,3,5,5335,D,Road,low,M,0
3,4,2,63,3447,F,Ship,low,M,1
4,3,6,37,1344,A,Ship,low,M,1
3,3,3,3,5644,D,Road,medium,M,0
3,3,2,52,1040,D,Ship,low,F,1
5,3,5,3,1005,B,Road,low,F,1
3,2,3,8,5171,C,Ship,medium,M,0
5,4,2,6,4547,F,Ship,low,M,0
4,4,4,2,5595,F,Ship,low,F,1
3,5,2,2,4141,F,Ship,low,F,0
3,2,2,4,4417,C,Ship,medium,M,0
3,4,5,7,5653,C,Road,medium,M,1
3,2,3,5,4999,C,Ship,medium,M,0
6,4,4,4,4098,C,Ship,low,F,0
4,2,4,1,4705,F,Ship,low,M,1
4,1,4,7,1130,A,Ship,low,M,1
3,3,3,6,5089,A,Ship,high,M,1
6,1,4,10,1904,C,Ship,medium,F,1
